(0.001, 4)
(0.002, 4.0)
(0.003, 3.9999960000000003)
(0.004, 3.9999880000040013)
(0.005, 3.999976000020003)
(0.006, 3.999960000060005)
(0.007, 3.9999400001400076)
(0.008, 3.9999160002800105)
(0.009000000000000001, 3.999888000504013)
(0.01, 3.9998560008400155)
(0.011, 3.9998200013200176)
(0.012, 3.9997800019800183)
(0.013000000000000001, 3.9997360028600175)
(0.014, 3.999688004004014)
(0.015, 3.9996360054600064)
(0.016, 3.9995800072799934)
(0.017, 3.9995200095199737)
(0.018000000000000002, 3.9994560122399445)
(0.019, 3.9993880155039037)
(0.02, 3.9993160193798474)
(0.021, 3.9992400239397723)
(0.022, 3.9991600292596736)
(0.023, 3.999076035419546)
(0.024, 3.9989880425033837)
(0.025, 3.9988960505991793)
(0.026000000000000002, 3.998800059798925)
(0.027, 3.9987000701986117)
(0.028, 3.9985960818982287)
(0.029, 3.998488095001764)
(0.03, 3.9983761096172046)
(0.031, 3.998260125856536)
(0.032, 3.998140143835742)
(0.033, 3.998016163674804)
(0.034, 3.997888185497703)
(0.035, 3.997756209432417)
(0.036000000000000004, 3.9976202356109223)
(0.037, 3.9974802641691927)
(0.038, 3.997336295247199)
(0.039, 3.9971883289889103)
(0.04, 3.997036365542293)
(0.041, 3.9968804050593105)
(0.042, 3.9967204476959237)
(0.043000000000000003, 3.99655649361209)
(0.044, 3.996388542971763)
(0.045, 3.9962165959428937)
(0.046, 3.9960406526974284)
(0.047, 3.995860713411311)
(0.048, 3.99567677826448)
(0.049, 3.995488847440871)
(0.05, 3.995296921128415)
(0.051000000000000004, 3.995100999519038)
(0.052000000000000005, 3.9949010828086617)
(0.053, 3.9946971711972026)
(0.054, 3.994489264888572)
(0.055, 3.994277364090677)
(0.056, 3.994061469015418)
(0.057, 3.9938415798786897)
(0.058, 3.9936176969003823)
(0.059000000000000004, 3.993389820304378)
(0.06, 3.9931579503185537)
(0.061, 3.9929220871747795)
(0.062, 3.992682231108918)
(0.063, 3.9924383823608256)
(0.064, 3.9921905411743515)
(0.065, 3.9919387077973365)
(0.066, 3.991682882481614)
(0.067, 3.9914230654830094)
(0.068, 3.99115925706134)
(0.069, 3.990891457480414)
(0.07, 3.9906196670080307)
(0.07100000000000001, 3.9903438859159808)
(0.07200000000000001, 3.9900641144800453)
(0.073, 3.989780352979996)
(0.074, 3.9894926016995944)
(0.075, 3.9892008609265917)
(0.076, 3.9889051309527286)
(0.077, 3.988605412073735)
(0.078, 3.988301704589329)
(0.079, 3.987994008803219)
(0.08, 3.9876823250231004)
(0.081, 3.987366653560657)
(0.082, 3.9870469947315605)
(0.083, 3.9867233488554694)
(0.084, 3.9863957162560295)
(0.085, 3.986064097260874)
(0.08600000000000001, 3.9857284922016216)
(0.08700000000000001, 3.9853889014138772)
(0.088, 3.985045325237232)
(0.089, 3.9846977640152623)
(0.09, 3.9843462180955287)
(0.091, 3.9839906878295777)
(0.092, 3.983631173572939)
(0.093, 3.983267675685127)
(0.094, 3.9829001945296394)
(0.095, 3.982528730473957)
(0.096, 3.982153283889545)
(0.097, 3.9817738551518493)
(0.098, 3.981390444640299)
(0.099, 3.9810030527383047)
(0.1, 3.980611679833258)
(0.101, 3.9802163263165315)
(0.10200000000000001, 3.979816992583479)
(0.10300000000000001, 3.979413679033434)
(0.10400000000000001, 3.9790063860697105)
(0.105, 3.978595114099601)
(0.106, 3.978179863534378)
(0.107, 3.977760634789292)
(0.108, 3.9773374282835716)
(0.109, 3.9769102444404227)
(0.11, 3.97647908368703)
(0.111, 3.9760439464545536)
(0.112, 3.9756048331781306)
(0.113, 3.9751617442968747)
(0.114, 3.974714680253875)
(0.115, 3.9742636414961954)
(0.116, 3.973808628474875)
(0.117, 3.9733496416449263)
(0.11800000000000001, 3.9728866814653365)
(0.11900000000000001, 3.9724197483990658)
(0.12, 3.971948842913047)
(0.121, 3.971473965478186)
(0.122, 3.9709951165693598)
(0.123, 3.970512296665418)
(0.124, 3.970025506249179)
(0.125, 3.969534745807435)
(0.126, 3.969040015830945)
(0.127, 3.9685413168144397)
(0.128, 3.9680386492566173)
(0.129, 3.967532013660146)
(0.13, 3.967021410531662)
(0.131, 3.9665068403817676)
(0.132, 3.965988303725033)
(0.133, 3.9654658010799952)
(0.134, 3.9649393329691565)
(0.135, 3.9644088999189853)
(0.136, 3.9638745024599142)
(0.137, 3.963336141126341)
(0.138, 3.9627938164566263)
(0.139, 3.962247528993096)
(0.14, 3.9616972792820375)
(0.14100000000000001, 3.9611430678737003)
(0.14200000000000002, 3.9605848953222953)
(0.14300000000000002, 3.9600227621859956)
(0.14400000000000002, 3.9594566690269337)
(0.145, 3.9588866164112035)
(0.146, 3.9583126049088575)
(0.147, 3.9577346350939067)
(0.148, 3.9571527075443207)
(0.149, 3.956566822842028)
(0.15, 3.9559769815729124)
(0.151, 3.9553831843268155)
(0.152, 3.954785431697535)
(0.153, 3.9541837242828226)
(0.154, 3.953578062684387)
(0.155, 3.952968447507889)
(0.156, 3.952354879362944)
(0.157, 3.95173735886312)
(0.158, 3.9511158866259377)
(0.159, 3.9504904632728692)
(0.16, 3.949861089429338)
(0.161, 3.949227765724718)
(0.162, 3.9485904927923325)
(0.163, 3.9479492712694544)
(0.164, 3.9473041017973056)
(0.165, 3.9466549850210555)
(0.166, 3.9460019215898203)
(0.167, 3.9453449121566635)
(0.168, 3.9446839573785946)
(0.169, 3.9440190579165684)
(0.17, 3.943350214435484)
(0.171, 3.9426774276041856)
(0.17200000000000001, 3.94200069809546)
(0.17300000000000001, 3.9413200265860366)
(0.17400000000000002, 3.9406354137565875)
(0.17500000000000002, 3.939946860291725)
(0.176, 3.939254366880002)
(0.177, 3.9385579342139128)
(0.178, 3.9378575629898895)
(0.179, 3.9371532539083036)
(0.18, 3.9364450076734645)
(0.181, 3.935732824993618)
(0.182, 3.9350167065809467)
(0.183, 3.934296653151569)
(0.184, 3.9335726654255385)
(0.185, 3.932844744126843)
(0.186, 3.9321128899834035)
(0.187, 3.9313771037270744)
(0.188, 3.9306373860936423)
(0.189, 3.929893737822825)
(0.19, 3.92914615965827)
(0.191, 3.9283946523475555)
(0.192, 3.9276392166421887)
(0.193, 3.9268798532976055)
(0.194, 3.926116563073169)
(0.195, 3.92534934673217)
(0.196, 3.9245782050418248)
(0.197, 3.923803138773275)
(0.198, 3.923024148701587)
(0.199, 3.9222412356057506)
(0.2, 3.9214544002686793)
(0.201, 3.9206636434772077)
(0.202, 3.9198689660220927)
(0.203, 3.919070368698012)
(0.20400000000000001, 3.918267852303563)
(0.20500000000000002, 3.9174614176412614)
(0.20600000000000002, 3.9166510655175424)
(0.20700000000000002, 3.9158367967427585)
(0.20800000000000002, 3.9150186121311785)
(0.209, 3.914196512500987)
(0.21, 3.9133704986742837)
(0.211, 3.9125405714770816)
(0.212, 3.911706731739308)
(0.213, 3.9108689802948033)
(0.214, 3.910027317981319)
(0.215, 3.9091817456405167)
(0.216, 3.908332264117969)
(0.217, 3.907478874263157)
(0.218, 3.9066215769294717)
(0.219, 3.9057603729742096)
(0.22, 3.9048952632585747)
(0.221, 3.9040262486476767)
(0.222, 3.9031533300105306)
(0.223, 3.902276508220055)
(0.224, 3.9013957841530713)
(0.225, 3.9005111586903034)
(0.226, 3.899622632716377)
(0.227, 3.8987302071198178)
(0.228, 3.8978338827930514)
(0.229, 3.8969336606324028)
(0.23, 3.896029541538094)
(0.231, 3.8951215264142434)
(0.232, 3.894209616168867)
(0.233, 3.8932938117138747)
(0.234, 3.8923741139650705)
(0.23500000000000001, 3.8914505238421526)
(0.23600000000000002, 3.890523042268711)
(0.23700000000000002, 3.889591670172228)
(0.23800000000000002, 3.888656408484075)
(0.23900000000000002, 3.8877172581395136)
(0.24, 3.8867742200776947)
(0.241, 3.885827295241656)
(0.242, 3.8848764845783226)
(0.243, 3.8839217890385047)
(0.244, 3.8829632095768982)
(0.245, 3.882000747152082)
(0.246, 3.8810344027265193)
(0.247, 3.8800641772665543)
(0.248, 3.8790900717424126)
(0.249, 3.8781120871281995)
(0.25, 3.8771302244019)
(0.251, 3.8761444845453763)
(0.252, 3.875154868544368)
(0.253, 3.874161377388492)
(0.254, 3.8731640120712383)
(0.255, 3.872162773589973)
(0.256, 3.871157662945934)
(0.257, 3.870148681144232)
(0.258, 3.8691358291938496)
(0.259, 3.8681191081076385)
(0.26, 3.8670985189023197)
(0.261, 3.866074062598482)
(0.262, 3.865045740220582)
(0.263, 3.8640135527969424)
(0.264, 3.86297750135975)
(0.265, 3.8619375869450563)
(0.266, 3.860893810592776)
(0.267, 3.8598461733466856)
(0.268, 3.858794676254422)
(0.269, 3.8577393203674823)
(0.27, 3.856680106741223)
(0.271, 3.8556170364348565)
(0.272, 3.854550110511454)
(0.273, 3.853479330037941)
(0.274, 3.852404696085099)
(0.275, 3.851326209727561)
(0.276, 3.850243872043814)
(0.277, 3.8491576841161956)
(0.278, 3.848067647030893)
(0.279, 3.846973761877944)
(0.28, 3.845876029751233)
(0.281, 3.844774451748493)
(0.28200000000000003, 3.843669028971301)
(0.28300000000000003, 3.842559762525081)
(0.28400000000000003, 3.8414466535190988)
(0.28500000000000003, 3.8403297030664634)
(0.28600000000000003, 3.839208912284125)
(0.28700000000000003, 3.8380842822928747)
(0.28800000000000003, 3.836955814217342)
(0.289, 3.835823509185996)
(0.29, 3.8346873683311413)
(0.291, 3.833547392788919)
(0.292, 3.8324035836993042)
(0.293, 3.8312559422061057)
(0.294, 3.8301044694569653)
(0.295, 3.8289491666033557)
(0.296, 3.8277900348005796)
(0.297, 3.826627075207769)
(0.298, 3.825460288987884)
(0.299, 3.8242896773077097)
(0.3, 3.8231152413378586)
(0.301, 3.8219369822527662)
(0.302, 3.820754901230692)
(0.303, 3.8195689994537165)
(0.304, 3.8183792781077424)
(0.305, 3.8171857383824905)
(0.306, 3.8159883814715005)
(0.307, 3.8147872085721293)
(0.308, 3.81358222088555)
(0.309, 3.8123734196167502)
(0.31, 3.8111608059745308)
(0.311, 3.8099443811715057)
(0.312, 3.8087241464241)
(0.313, 3.807500102952549)
(0.314, 3.8062722519808947)
(0.315, 3.8050405947369885)
(0.316, 3.8038051324524877)
(0.317, 3.8025658663628548)
(0.318, 3.801322797707356)
(0.319, 3.8000759277290603)
(0.32, 3.798825257674837)
(0.321, 3.7975707887953565)
(0.322, 3.7963125223450875)
(0.323, 3.7950504595822965)
(0.324, 3.7937846017690458)
(0.325, 3.792514950171194)
(0.326, 3.791241506058392)
(0.327, 3.7899642707040844)
(0.328, 3.7886832453855064)
(0.329, 3.787398431383683)
(0.33, 3.7861098299834284)
(0.331, 3.7848174424733436)
(0.332, 3.7835212701458163)
(0.333, 3.7822213142970194)
(0.334, 3.7809175762269085)
(0.335, 3.7796100572392213)
(0.336, 3.778298758641477)
(0.337, 3.7769836817449747)
(0.338, 3.775664827864791)
(0.339, 3.774342198319779)
(0.34, 3.7730157944325695)
(0.341, 3.771685617529566)
(0.342, 3.770351668940945)
(0.343, 3.769013950000656)
(0.34400000000000003, 3.7676724620464173)
(0.34500000000000003, 3.7663272064197164)
(0.34600000000000003, 3.76497818446581)
(0.34700000000000003, 3.763625397533719)
(0.34800000000000003, 3.762268846976231)
(0.34900000000000003, 3.7609085341498965)
(0.35000000000000003, 3.759544460415028)
(0.35100000000000003, 3.7581766271356996)
(0.352, 3.7568050356797444)
(0.353, 3.7554296874187543)
(0.354, 3.754050583728077)
(0.355, 3.752667725986816)
(0.356, 3.7512811155778296)
(0.357, 3.749890753887728)
(0.358, 3.748496642306873)
(0.359, 3.7470987822293758)
(0.36, 3.745697175053097)
(0.361, 3.744291822179644)
(0.362, 3.7428827250143692)
(0.363, 3.74146988496637)
(0.364, 3.7400533034484855)
(0.365, 3.7386329818772976)
(0.366, 3.737208921673128)
(0.367, 3.735781124260037)
(0.368, 3.734349591065823)
(0.369, 3.732914323522018)
(0.37, 3.73147532306389)
(0.371, 3.7300325911304393)
(0.372, 3.7285861291643974)
(0.373, 3.7271359386122267)
(0.374, 3.7256820209241175)
(0.375, 3.7242243775539876)
(0.376, 3.722763009959481)
(0.377, 3.721297919601964)
(0.378, 3.719829107946528)
(0.379, 3.718356576461984)
(0.38, 3.7168803266208634)
(0.381, 3.7154003598994167)
(0.382, 3.7139166777776103)
(0.383, 3.7124292817391265)
(0.384, 3.7109381732713613)
(0.385, 3.7094433538654235)
(0.386, 3.707944825016132)
(0.387, 3.706442588222016)
(0.388, 3.7049366449853123)
(0.389, 3.703426996811964)
(0.39, 3.7019136452116195)
(0.391, 3.70039659169763)
(0.392, 3.6988758377870488)
(0.393, 3.69735138500063)
(0.394, 3.695823234862826)
(0.395, 3.694291388901788)
(0.396, 3.6927558486493615)
(0.397, 3.6912166156410864)
(0.398, 3.6896736914161963)
(0.399, 3.688127077517615)
(0.4, 3.6865767754919565)
(0.401, 3.6850227868895225)
(0.402, 3.683465113264302)
(0.403, 3.681903756173968)
(0.404, 3.680338717179878)
(0.405, 3.6787699978470716)
(0.406, 3.677197599744267)
(0.40700000000000003, 3.675621524443863)
(0.40800000000000003, 3.6740417735219344)
(0.40900000000000003, 3.6724583485582327)
(0.41000000000000003, 3.670871251136183)
(0.41100000000000003, 3.6692804828428827)
(0.41200000000000003, 3.6676860452691002)
(0.41300000000000003, 3.666087940009273)
(0.41400000000000003, 3.6644861686615062)
(0.41500000000000004, 3.6628807328275705)
(0.41600000000000004, 3.661271634112902)
(0.417, 3.6596588741266)
(0.418, 3.658042454481424)
(0.419, 3.6564223767937944)
(0.42, 3.6547986426837884)
(0.421, 3.65317125377514)
(0.422, 3.651540211695238)
(0.423, 3.6499055180751245)
(0.424, 3.6482671745494937)
(0.425, 3.6466251827566882)
(0.426, 3.6449795443387005)
(0.427, 3.643330260941169)
(0.428, 3.6416773342133766)
(0.429, 3.6400207658082504)
(0.43, 3.6383605573823585)
(0.431, 3.63669671059591)
(0.432, 3.635029227112751)
(0.433, 3.6333581086003655)
(0.434, 3.631683356729871)
(0.435, 3.6300049731760202)
(0.436, 3.628322959617196)
(0.437, 3.6266373177354128)
(0.438, 3.6249480492163118)
(0.439, 3.6232551557491615)
(0.44, 3.6215586390268557)
(0.441, 3.619858500745911)
(0.442, 3.6181547426064666)
(0.443, 3.61644736631228)
(0.444, 3.614736373570728)
(0.445, 3.6130217660928023)
(0.446, 3.6113035455931106)
(0.447, 3.609581713789874)
(0.448, 3.6078562724049235)
(0.449, 3.6061272231637007)
(0.45, 3.6043945677952554)
(0.451, 3.6026583080322423)
(0.452, 3.6009184456109216)
(0.453, 3.5991749822711556)
(0.454, 3.5974279197564076)
(0.455, 3.5956772598137405)
(0.456, 3.5939230041938135)
(0.457, 3.592165154650883)
(0.458, 3.5904037129427975)
(0.459, 3.588638680830999)
(0.46, 3.5868700600805203)
(0.461, 3.585097852459982)
(0.462, 3.583322059741591)
(0.463, 3.581542683701141)
(0.464, 3.5797597261180067)
(0.465, 3.5779731887751467)
(0.466, 3.576183073459098)
(0.467, 3.5743893819599757)
(0.468, 3.5725921160714718)
(0.46900000000000003, 3.5707912775908524)
(0.47000000000000003, 3.568986868318956)
(0.47100000000000003, 3.567178890060192)
(0.47200000000000003, 3.565367344622538)
(0.47300000000000003, 3.563552233817539)
(0.47400000000000003, 3.561733559460307)
(0.47500000000000003, 3.5599113233695157)
(0.47600000000000003, 3.5580855273674015)
(0.47700000000000004, 3.5562561732797606)
(0.47800000000000004, 3.5544232629359467)
(0.47900000000000004, 3.5525867981688704)
(0.48, 3.550746780814996)
(0.481, 3.5489032127143414)
(0.482, 3.5470560957104746)
(0.483, 3.545205431650513)
(0.484, 3.5433512223851196)
(0.485, 3.541493469768504)
(0.486, 3.5396321756584195)
(0.487, 3.537767341916159)
(0.488, 3.5358989704065573)
(0.489, 3.5340270629979855)
(0.49, 3.5321516215623507)
(0.491, 3.530272647975095)
(0.492, 3.5283901441151917)
(0.493, 3.526504111865145)
(0.494, 3.524614553110986)
(0.495, 3.522721469742274)
(0.496, 3.520824863652093)
(0.497, 3.5189247367370484)
(0.498, 3.517021090897267)
(0.499, 3.5151139280363957)
(0.5, 3.513203250061596)
(0.501, 3.5112890588835466)
(0.502, 3.5093713564164384)
(0.503, 3.507450144577974)
(0.504, 3.505525425289365)
(0.505, 3.5035972004753315)
(0.506, 3.501665472064098)
(0.507, 3.4997302419873932)
(0.508, 3.497791512180447)
(0.509, 3.495849284581989)
(0.51, 3.493903561134246)
(0.511, 3.4919543437829423)
(0.512, 3.490001634477295)
(0.513, 3.4880454351700134)
(0.514, 3.486085747817297)
(0.515, 3.4841225743788335)
(0.516, 3.4821559168177956)
(0.517, 3.480185777100841)
(0.518, 3.4782121571981097)
(0.519, 3.476235059083222)
(0.52, 3.474254484733275)
(0.521, 3.472270436128844)
(0.522, 3.4702829152539776)
(0.523, 3.468291924096196)
(0.524, 3.46629746464649)
(0.525, 3.4642995388993203)
(0.526, 3.4622981488526117)
(0.527, 3.4602932965077544)
(0.528, 3.458284983869601)
(0.529, 3.4562732129464635)
(0.53, 3.4542579857501137)
(0.531, 3.4522393042957784)
(0.532, 3.450217170602139)
(0.533, 3.448191586691329)
(0.534, 3.4461625545889323)
(0.535, 3.4441300763239813)
(0.536, 3.442094153928954)
(0.537, 3.440054789439773)
(0.538, 3.4380119848958026)
(0.539, 3.4359657423398478)
(0.54, 3.4339160638181507)
(0.541, 3.43186295138039)
(0.542, 3.4298064070796785)
(0.543, 3.42774643297256)
(0.544, 3.425683031119009)
(0.545, 3.4236162035824274)
(0.546, 3.4215459524296428)
(0.547, 3.419472279730906)
(0.548, 3.4173951875598894)
(0.549, 3.4153146779936856)
(0.55, 3.4132307531128045)
(0.551, 3.4111434150011704)
(0.552, 3.4090526657461213)
(0.553, 3.4069585074384072)
(0.554, 3.404860942172186)
(0.555, 3.402759972045023)
(0.556, 3.400655599157888)
(0.557, 3.3985478256151547)
(0.558, 3.396436653524596)
(0.559, 3.394322084997384)
(0.56, 3.3922041221480876)
(0.561, 3.390082767094669)
(0.562, 3.387958021958484)
(0.5630000000000001, 3.3858298888642775)
(0.5640000000000001, 3.3836983699401824)
(0.5650000000000001, 3.3815634673177177)
(0.5660000000000001, 3.3794251831317856)
(0.5670000000000001, 3.3772835195206703)
(0.5680000000000001, 3.3751384786260354)
(0.5690000000000001, 3.3729900625929226)
(0.5700000000000001, 3.3708382735697473)
(0.5710000000000001, 3.3686831137082986)
(0.5720000000000001, 3.366524585163736)
(0.5730000000000001, 3.3643626900945884)
(0.5740000000000001, 3.362197430662751)
(0.5750000000000001, 3.3600288090334827)
(0.5760000000000001, 3.3578568273754055)
(0.577, 3.355681487860501)
(0.578, 3.3535027926641092)
(0.579, 3.3513207439649246)
(0.58, 3.3491353439449965)
(0.581, 3.346946594789725)
(0.582, 3.344754498687859)
(0.583, 3.3425590578314948)
(0.584, 3.3403602744160725)
(0.585, 3.3381581506403766)
(0.586, 3.33595268870653)
(0.587, 3.333743890819995)
(0.588, 3.331531759189569)
(0.589, 3.3293162960273843)
(0.59, 3.327097503548904)
(0.591, 3.3248753839729206)
(0.592, 3.322649939521553)
(0.593, 3.3204211724202466)
(0.594, 3.318189084897768)
(0.595, 3.3159536791862054)
(0.596, 3.313714957520964)
(0.597, 3.311472922140765)
(0.598, 3.309227575287644)
(0.599, 3.3069789192069488)
(0.6, 3.3047269561473342)
(0.601, 3.3024716883607637)
(0.602, 3.300213118102505)
(0.603, 3.2979512476311283)
(0.604, 3.2956860792085045)
(0.605, 3.293417615099802)
(0.606, 3.2911458575734844)
(0.607, 3.2888708089013097)
(0.608, 3.2865924713583263)
(0.609, 3.284310847222872)
(0.61, 3.2820259387765702)
(0.611, 3.2797377483043304)
(0.612, 3.2774462780943425)
(0.613, 3.2751515304380767)
(0.614, 3.2728535076302805)
(0.615, 3.270552211968977)
(0.616, 3.268247645755462)
(0.617, 3.2659398112943014)
(0.618, 3.2636287108933297)
(0.619, 3.2613143468636476)
(0.62, 3.258996721519619)
(0.621, 3.256675837178869)
(0.622, 3.2543516961622823)
(0.623, 3.252024300794)
(0.624, 3.249693653401417)
(0.625, 3.2473597563151815)
(0.626, 3.2450226118691896)
(0.627, 3.2426822224005862)
(0.628, 3.2403385902497606)
(0.629, 3.2379917177603446)
(0.63, 3.235641607279211)
(0.631, 3.2332882611564706)
(0.632, 3.230931681745469)
(0.633, 3.228571871402786)
(0.634, 3.226208832488232)
(0.635, 3.223842567364845)
(0.636, 3.2214730783988914)
(0.637, 3.219100367959859)
(0.638, 3.216724438420459)
(0.639, 3.2143452921566213)
(0.64, 3.2119629315474914)
(0.641, 3.20957735897543)
(0.642, 3.2071885768260104)
(0.643, 3.2047965874880138)
(0.644, 3.20240139335343)
(0.645, 3.200002996817453)
(0.646, 3.1976014002784794)
(0.647, 3.195196606138106)
(0.648, 3.192788616801127)
(0.649, 3.190377434675531)
(0.65, 3.187963062172501)
(0.651, 3.185545501706409)
(0.652, 3.1831247556948163)
(0.653, 3.1807008265584678)
(0.654, 3.178273716721293)
(0.655, 3.175843428610402)
(0.656, 3.1734099646560825)
(0.657, 3.170973327291799)
(0.658, 3.168533518954188)
(0.659, 3.166090542083058)
(0.66, 3.1636443991213863)
(0.661, 3.1611950925153156)
(0.662, 3.1587426247141526)
(0.663, 3.1562869981703647)
(0.664, 3.153828215339579)
(0.665, 3.1513662786805776)
(0.666, 3.148901190655298)
(0.667, 3.1464329537288283)
(0.668, 3.143961570369405)
(0.669, 3.1414870430484116)
(0.67, 3.1390093742403753)
(0.671, 3.1365285664229647)
(0.672, 3.1340446220769884)
(0.673, 3.13155754368639)
(0.674, 3.1290673337382486)
(0.675, 3.126573994722774)
(0.676, 3.124077529133305)
(0.677, 3.121577939466307)
(0.678, 3.1190752282213694)
(0.679, 3.1165693979012037)
(0.68, 3.1140604510116408)
(0.681, 3.1115483900616274)
(0.682, 3.1090332175632245)
(0.683, 3.106514936031604)
(0.684, 3.1039935479850476)
(0.685, 3.1014690559449436)
(0.686, 3.098941462435784)
(0.687, 3.0964107699851615)
(0.6880000000000001, 3.0938769811237696)
(0.6890000000000001, 3.0913400983853965)
(0.6900000000000001, 3.0888001243069247)
(0.6910000000000001, 3.086257061428329)
(0.6920000000000001, 3.0837109122926716)
(0.6930000000000001, 3.081161679446102)
(0.6940000000000001, 3.0786093654378526)
(0.6950000000000001, 3.0760539728202385)
(0.6960000000000001, 3.073495504148652)
(0.6970000000000001, 3.070933961981561)
(0.6980000000000001, 3.068369348880509)
(0.6990000000000001, 3.065801667410108)
(0.7000000000000001, 3.0632309201380403)
(0.7010000000000001, 3.060657109635053)
(0.7020000000000001, 3.0580802384749566)
(0.7030000000000001, 3.0555003092346222)
(0.704, 3.052917324493979)
(0.705, 3.0503312868360117)
(0.706, 3.047742198846758)
(0.707, 3.0451500631153063)
(0.708, 3.042554882233792)
(0.709, 3.0399566587973954)
(0.71, 3.03735539540434)
(0.711, 3.03475109465589)
(0.712, 3.0321437591563463)
(0.713, 3.029533391513043)
(0.714, 3.0269199943363487)
(0.715, 3.0243035702396606)
(0.716, 3.021684121839402)
(0.717, 3.019061651755022)
(0.718, 3.016436162608991)
(0.719, 3.0138076570267973)
(0.72, 3.011176137636947)
(0.721, 3.008541607070959)
(0.722, 3.005904067963364)
(0.723, 3.003263522951701)
(0.724, 3.000619974676516)
(0.725, 2.997973425781356)
(0.726, 2.99532387891277)
(0.727, 2.9926713367203055)
(0.728, 2.9900158018565044)
(0.729, 2.987357276976902)
(0.73, 2.9846957647400227)
(0.731, 2.982031267807379)
(0.732, 2.979363788843468)
(0.733, 2.9766933305157686)
